"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2021",5.5797949,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2010",23.289925,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2011",22.021439,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2012",21.165937,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2013",20.812916,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2014",21.054119,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2015",20.280628,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2016",19.726067,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2017",19.052462,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2018",18.940752,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2019",18.410515,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2020",18.64369,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2021",17.887573,
"FIN","EDUADULT","BUPPSRY","PC_25_64","A","2010",17.01717,
"FIN","EDUADULT","BUPPSRY","PC_25_64","A","2011",16.27569,
"FIN","EDUADULT","BUPPSRY","PC_25_64","A","2012",15.202716,
"FIN","EDUADULT","BUPPSRY","PC_25_64","A","2013",14.109433,
"FIN","EDUADULT","BUPPSRY","PC_25_64","A","2014",13.493114,
"FIN","EDUADULT","BUPPSRY","PC_25_64","A","2015",12.847135,
"FIN","EDUADULT","BUPPSRY","PC_25_64","A","2016",12.091855,
"FIN","EDUADULT","BUPPSRY","PC_25_64","A","2017",11.896179,
"FIN","EDUADULT","BUPPSRY","PC_25_64","A","2018",10.926194,
"FIN","EDUADULT","BUPPSRY","PC_25_64","A","2019",9.7360916,
"FIN","EDUADULT","BUPPSRY","PC_25_64","A","2020",8.7888527,
"FIN","EDUADULT","BUPPSRY","PC_25_64","A","2021",11.083303,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2010",29.233322,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2011",28.385553,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2012",27.465466,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2013",25.153784,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2014",22.681496,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2015",22.467602,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2016",21.89171,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2017",21.615114,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2018",20.640024,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2019",19.56168,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2020",18.510624,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2021",17.760235,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2010",14.189683,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2011",13.74963,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2012",13.699094,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2013",13.679199,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2014",13.096583,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2015",13.208749,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2016",13.523512,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2017",13.478389,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2018",13.324821,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2019",13.27747,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2020",13.894735,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2021",14.672102,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2010",37.26366,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2011",35.445217,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2012",34.217484,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2013",32.80518,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2014",31.733679,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2015",29.780088,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2016",28.349747,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2017",27.290607,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2018",26.630527,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2019",26.043503,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2020",23.603962,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2021",21.812767,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2010",18.707645,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2011",18.232164,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2012",17.879883,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2013",17.505869,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2014",16.905603,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2015",16.783051,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2016",16.637701,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2017",15.97375,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2018",15.138174,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2019",15.026365,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2020",14.426455,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2021",13.719394,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2010",30.850618,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2011",30.366735,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2012",30.561222,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2013",29.45565,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2014",28.481115,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2015",26.582855,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2016",23.394308,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2017",25.207304,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2018",24.459627,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2019",24.060982,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2020",24.087782,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2021",21.429537,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2010",27.225185,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2011",26.365326,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2012",25.367115,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2013",23.273964,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2014",21.187292,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2015",20.182577,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2016",18.31505,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2017",17.994549,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2018",16.825432,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2019",16.342939,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2020",14.507091,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2021",12.765348,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2010",44.825645,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2011",43.971539,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2012",42.763065,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2013",41.84333,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2014",40.693222,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2015",40.108776,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2016",39.856853,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2017",39.084484,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2018",38.170338,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2019",37.743759,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2020",37.430363,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2021",37.293571,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2010",19.059269,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2011",18.535269,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2012",17.488157,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2013",16.277796,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2014",15.002967,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2015",14.229398,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2016",13.227958,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2017",12.388158,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2018",11.811645,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2019",11.27041,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2020",10.643816,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2021",9.6675959,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2010",22.322315,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2011",22.742352,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2012",21.69751,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2013",19.512997,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2014",18.023409,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2015",25.391632,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2016",21.180861,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2017",23.302259,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2018",22.764822,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2019",24.854612,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2020",25.849997,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2021",19.698715,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2010",67.913872,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2011",66.860298,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2012",66.014343,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2013",65.209229,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2014",64.907104,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2015",64.336807,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2016",63.365211,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2017",62.338387,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2018",60.853703,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2019",60.211422,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2020",58.403774,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2021",57.190308,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2010",27.026423,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2011",27.715986,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2012",26.576496,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2013",24.204819,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2014",24.098568,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2015",23.600424,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2016",22.9333,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2017",21.618059,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2018",20.976793,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2019",20.440771,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2020",18.97662,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2021",19.437679,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2010",26.960302,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2011",25.886049,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2012",25.939383,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2013",28.640007,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2014",25.924784,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2015",25.277622,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2016",23.423424,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2017",21.118555,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2018",19.542797,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2019",19.30257,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2020",19.066416,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2021",19.431931,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2010",19.372442,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2011",18.103582,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2012",17.945995,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2013",17.591412,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2014",18.052679,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2015",17.628136,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2016",17.761009,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2017",18.030542,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2018",17.522373,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2019",17.480188,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2020",17.518663,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2021",17.57239,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2010",11.485272,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2011",11.087381,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2012",10.402209,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2013",9.8658543,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2014",9.4829636,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2015",9.2220259,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2016",8.6792269,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2017",7.8886991,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2018",7.5521989,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2019",7.3676858,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2020",6.7551556,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2021",6.7923322,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2010",68.082458,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2011",64.972481,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2012",62.369896,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2013",59.952484,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2014",56.719505,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2015",54.877064,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2016",53.085728,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2017",52.04673,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2018",50.189827,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2019",47.824013,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2020",44.603264,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2021",40.549065,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2010",9.034791,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2011",8.7385187,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2012",8.2851295,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2013",8.2006197,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2014",9.1611462,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2015",8.7147398,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2016",8.2509651,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2017",8.6990681,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2018",8.4211197,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2019",8.7892141,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2020",7.5463114,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2021",6.8340263,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2010",47.127037,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2011",45.960678,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2012",45.344112,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2013",44.545616,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2014",43.382374,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2015",42.565994,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2016",41.726074,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2017",40.925529,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2018",39.884182,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2019",38.685894,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2020",37.134796,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2021",36.083153,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2010",13.727367,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2011",12.964911,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2012",12.497745,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2013",11.829718,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2014",18.445162,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2015",18.024088,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2016",17.272491,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2017",17.003588,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2018",16.712725,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2019",16.366867,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2020",16.099548,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2021",15.142161,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2010",14.966761,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2011",15.176706,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2012",14.334973,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2013",13.589899,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2014",12.776213,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2015",12.704829,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2016",12.564119,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2017",12.191644,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2018",11.598805,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2019",10.993076,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2020",10.719828,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2021",12.57438,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2010",68.793961,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2011",67.851822,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2012",66.135818,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2013",65.167839,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2014",64.367012,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2015",63.007553,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2016",61.486542,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2017",60.708405,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2018",59.763054,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2019",58.29987,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2021",55.102688,
"GBR","EDUADULT","BUPPSRY","PC_25_64","A","2010",24.937599,
"GBR","EDUADULT","BUPPSRY","PC_25_64","A","2011",23.167467,
"GBR","EDUADULT","BUPPSRY","PC_25_64","A","2012",21.91477,
"GBR","EDUADULT","BUPPSRY","PC_25_64","A","2013",20.849527,
"GBR","EDUADULT","BUPPSRY","PC_25_64","A","2014",20.83497,
"GBR","EDUADULT","BUPPSRY","PC_25_64","A","2015",20.38233,
"GBR","EDUADULT","BUPPSRY","PC_25_64","A","2016",19.253021,
"GBR","EDUADULT","BUPPSRY","PC_25_64","A","2017",18.831131,
"GBR","EDUADULT","BUPPSRY","PC_25_64","A","2018",20.707432,
"GBR","EDUADULT","BUPPSRY","PC_25_64","A","2019",19.939764,
"GBR","EDUADULT","BUPPSRY","PC_25_64","A","2020",18.349808,
"GBR","EDUADULT","BUPPSRY","PC_25_64","A","2021",18.294903,
"USA","EDUADULT","BUPPSRY","PC_25_64","A","2010",11.030482,
"USA","EDUADULT","BUPPSRY","PC_25_64","A","2011",10.741901,
"USA","EDUADULT","BUPPSRY","PC_25_64","A","2012",10.692155,
"USA","EDUADULT","BUPPSRY","PC_25_64","A","2013",10.371985,
"USA","EDUADULT","BUPPSRY","PC_25_64","A","2014",10.429553,
"USA","EDUADULT","BUPPSRY","PC_25_64","A","2015",10.457861,
"USA","EDUADULT","BUPPSRY","PC_25_64","A","2016",9.8527498,
"USA","EDUADULT","BUPPSRY","PC_25_64","A","2017",9.3544931,
"USA","EDUADULT","BUPPSRY","PC_25_64","A","2018",9.1761637,
"USA","EDUADULT","BUPPSRY","PC_25_64","A","2019",9.1898708,
"USA","EDUADULT","BUPPSRY","PC_25_64","A","2020",8.2770815,
"USA","EDUADULT","BUPPSRY","PC_25_64","A","2021",8.2938099,
"BRA","EDUADULT","BUPPSRY","PC_25_64","A","2011",56.729549,
"BRA","EDUADULT","BUPPSRY","PC_25_64","A","2012",54.996342,
"BRA","EDUADULT","BUPPSRY","PC_25_64","A","2013",53.588863,
"BRA","EDUADULT","BUPPSRY","PC_25_64","A","2014",52.637005,
"BRA","EDUADULT","BUPPSRY","PC_25_64","A","2015",51.127499,
"BRA","EDUADULT","BUPPSRY","PC_25_64","A","2016",48.828545,
"BRA","EDUADULT","BUPPSRY","PC_25_64","A","2017",48.041367,
"BRA","EDUADULT","BUPPSRY","PC_25_64","A","2018",46.323441,
"BRA","EDUADULT","BUPPSRY","PC_25_64","A","2019",45.144974,
"BRA","EDUADULT","BUPPSRY","PC_25_64","A","2020",42.072502,
"BRA","EDUADULT","BUPPSRY","PC_25_64","A","2021",41.5784,
"CHL","EDUADULT","BUPPSRY","PC_25_64","A","2011",42.320229,
"CHL","EDUADULT","BUPPSRY","PC_25_64","A","2013",38.585766,
"CHL","EDUADULT","BUPPSRY","PC_25_64","A","2015",35.133507,
"CHL","EDUADULT","BUPPSRY","PC_25_64","A","2017",32.552322,
"CHL","EDUADULT","BUPPSRY","PC_25_64","A","2020",28.026119,
"CHN","EDUADULT","BUPPSRY","PC_25_64","A","2010",75.53817,
"CHN","EDUADULT","BUPPSRY","PC_25_64","A","2020",63.374126,
